time,reference,position,measured_distance,error,velocity_control
38.161,-50,173.2,-18,-32,-69.846,
38.181,-50,171.7,-17,-33,-72.775,
38.201,-50,170.99,-14,-36,-78.044,
38.221,-50,170.23,-16,-34,-76.142,
38.241,-50,168.58,-16,-34,-74.565,
38.261,-50,167.39,-14,-36,-76.624,
38.281,-50,166.45,-14,-36,-77.06,
38.301,-50,164.47,-15,-35,-75.208,
38.321,-50,163.44,-15,-35,-74.131,
38.341,-50,162.01,-13,-37,-76.771,
38.361,-50,159.81,-14,-36,-76.092,
38.381,-50,158.69,-14,-36,-75.627,
38.401,-50,157.56,-13,-37,-76.947,
38.421,-50,154.9,-14,-36,-75.764,
38.441,-50,153.76,-13,-37,-76.804,
38.461,-50,152.62,-12,-38,-78.81,
38.481,-50,149.96,-13,-37,-77.907,
38.501,-50,148.82,-11,-39,-80.671,
38.521,-50,147.68,-10,-40,-83.342,
38.541,-50,145.39,-10,-40,-84.252,
38.561,-50,143.85,-9,-41,-86.016,
38.581,-50,142.69,-9,-41,-86.503,
38.601,-50,140.36,-7,-43,-89.719,
38.621,-50,139.17,-6,-44,-92.435,
38.641,-50,137.58,-6,-44,-93.234,
38.661,-50,135.14,-6,-44,-93.215,
38.681,-50,133.9,-5,-45,-94.538,
38.701,-50,132.64,-5,-45,-94.832,
38.721,-50,129.63,-4,-46,-96.341,
38.741,-50,128.31,-4,-46,-96.745,
38.761,-50,126.97,-4,-46,-96.686,
38.781,-50,123.79,-3,-47,-98.104,
38.801,-50,122.4,-3,-47,-98.525,
38.821,-50,121,-3,-47,-98.52,
38.841,-50,118.18,-3,-47,-98.362,
38.861,-50,116.27,-2,-48,-99.808,
38.881,-50,114.84,-2,-48,-100.3,
38.901,-50,111.95,-4,-46,-97.1,
38.921,-50,110.49,-3,-47,-97.321,
38.941,-50,108.54,-5,-45,-94.17,
38.961,-50,105.6,-4,-46,-94.545,
38.981,-50,104.13,-5,-45,-93.194,
39.001,-50,102.65,-7,-43,-89.474,
39.021,-50,99.197,-6,-44,-89.731,
39.041,-50,97.726,-8,-42,-86.811,
39.061,-50,96.263,-9,-41,-84.183,
39.081,-50,92.895,-11,-39,-80.116,
39.101,-50,91.476,-10,-40,-80.418,
39.121,-50,90.073,-12,-38,-77.675,
39.141,-50,87.319,-13,-37,-75.245,
39.161,-50,85.524,-14,-36,-72.984,
39.181,-50,84.2,-16,-34,-69.181,
39.201,-50,81.617,-16,-34,-68.033,
39.221,-50,80.358,-16,-34,-68.025,
39.241,-50,78.716,-18,-32,-65.161,
39.261,-50,76.332,-18,-32,-64.331,
39.281,-50,75.177,-17,-33,-65.999,
39.301,-50,74.045,-17,-33,-66.998,
39.321,-50,71.495,-18,-32,-65.963,
39.341,-50,70.438,-17,-33,-67.296,
39.361,-50,69.399,-17,-33,-67.967,
39.381,-50,67.029,-16,-34,-69.925,
39.401,-50,66.029,-17,-33,-69.099,
39.421,-50,65.032,-20,-30,-63.804,
39.441,-50,63.041,-17,-33,-66.552,
39.461,-50,61.709,-17,-33,-67.851,
39.481,-50,60.705,-19,-31,-65.154,
39.501,-50,58.689,-18,-32,-65.686,
39.521,-50,57.679,-19,-31,-64.361,
39.541,-50,56.334,-21,-29,-60.613,
39.561,-50,54.326,-22,-28,-57.563,
39.581,-50,53.329,-23,-27,-54.919,
39.601,-50,52.336,-28,-22,-45.979,
39.621,-50,50.04,-28,-22,-42.71,
39.641,-50,49.07,-31,-19,-37.104,
39.661,-50,48.113,-31,-19,-35.459,
39.681,-50,45.957,-35,-15,-28.969,
39.701,-50,45.081,-36,-14,-25.345,
39.721,-50,44.241,-38,-12,-21.368,
39.741,-50,42.688,-42,-8,-13.968,
39.761,-50,41.752,-43,-7,-10.093,
39.781,-50,40.504,-49,-1,0.39335,
39.801,-50,39.949,-59,9,20.107,
39.821,-50,38.834,-64,14,35.143,
39.841,-50,38.437,-69,19,47.749,
39.861,-50,37.806,-77,27,64.024,
39.881,-50,37.585,-82,32,76.772,
39.901,-50,37.381,-89,39,91.138,
39.921,-50,37.455,-96,46,106.11,
39.941,-50,37.951,-107,57,127.77,
39.961,-50,38.564,-113,63,143.85,
39.981,-50,39.935,-116,66,152.44,
40.001,-50,40.826,-125,75,167.76,
40.021,-50,43.45,-129,79,177.88,
40.041,-50,44.812,-133,83,185.82,
40.061,-50,47.974,-138,88,194.68,
40.081,-50,49.775,-142,92,202.48,
40.101,-50,54.522,-146,96,209.97,
40.121,-50,56.774,-148,98,214.22,
40.141,-50,61.625,-148,98,214.02,
40.161,-50,65.089,-147,97,210.61,
40.181,-50,70.588,-150,100,212.8,
40.201,-50,73.459,-151,101,214.38,
40.221,-50,80.422,-152,102,215.82,
40.241,-50,83.496,-151,101,214.04,
40.261,-50,89.755,-149,99,209.43,
40.281,-50,92.92,-152,102,212.04,
40.301,-50,100.35,-147,97,204.75,
40.321,-50,103.55,-149,99,204.85,
40.341,-50,109.95,-141,91,191.91,
40.361,-50,114.21,-138,88,181.87,
40.381,-50,120.59,-134,84,171.84,
40.401,-50,123.77,-126,76,155.57,
40.421,-50,131.08,-121,71,141.89,
40.441,-50,134.15,-115,65,128.04,
40.461,-50,140.13,-108,58,112.71,
40.481,-50,143.02,-99,49,93.724,
40.501,-50,149.4,-93,43,78.363,
40.521,-50,151.96,-84,34,59.873,
40.541,-50,156.71,-77,27,43.494,
40.561,-50,159.59,-69,19,26.537,
40.581,-50,163.44,-63,13,12.695,
40.601,-50,165.15,-57,7,0.19773,
40.621,-50,168.54,-51,1,-11.809,
40.641,-50,169.74,-45,-5,-23.71,
40.661,-50,170.78,-40,-10,-34.028,
40.681,-50,172.4,-36,-14,-42.153,
40.701,-50,173.15,-32,-18,-49.516,
40.721,-50,173.55,-31,-19,-51.854,
40.741,-50,173.94,-28,-22,-55.609,
40.761,-50,173.95,-25,-25,-60.269,
40.781,-50,173.77,-25,-25,-60.606,
40.801,-50,173.13,-24,-26,-60.965,
40.821,-50,172.67,-23,-27,-61.607,
40.841,-50,172.11,-23,-27,-60.947,
40.861,-50,170.55,-23,-27,-59.924,
40.881,-50,169.79,-23,-27,-58.934,
40.901,-50,168.98,-22,-28,-59.747,
40.921,-50,166.99,-22,-28,-59.778,
40.941,-50,166.1,-22,-28,-59.523,
40.961,-50,165.2,-21,-29,-60.839,
40.981,-50,163.39,-21,-29,-61.208,
41.001,-50,162.18,-19,-31,-64.445,
41.021,-50,161.28,-21,-29,-62.326,
41.041,-50,159.48,-19,-31,-64.488,
41.061,-50,158.58,-18,-32,-66.876,
41.081,-50,157.37,-20,-30,-64.395,
41.101,-50,155.56,-17,-33,-68.061,
41.121,-50,154.64,-15,-35,-72.716,
41.141,-50,153.71,-15,-35,-74.38,
41.161,-50,151.52,-15,-35,-74.7,
41.181,-50,150.57,-14,-36,-76.12,
41.201,-50,149.61,-10,-40,-82.94,
41.221,-50,147.3,-10,-40,-85.407,
41.241,-50,146.29,-4,-46,-95.714,
41.261,-50,145.25,-5,-45,-97.752,
41.281,-50,143.11,-5,-45,-97.788,
41.301,-50,141.63,-3,-47,-100.37,
41.321,-50,140.48,-3,-47,-100.84,
41.341,-50,138.08,-3,-47,-100.49,
41.361,-50,136.82,-3,-47,-99.887,
41.381,-50,135.08,-3,-47,-99.297,
41.401,-50,132.34,-3,-47,-98.805,
41.421,-50,130.91,-2,-48,-100.06,
41.441,-50,129.46,-3,-47,-98.807,
41.461,-50,126.02,-2,-48,-99.788,
41.481,-50,124.52,-2,-48,-100.11,
41.501,-50,123.03,-3,-47,-98.52,
41.521,-50,119.54,-3,-47,-97.79,
41.541,-50,118.04,-3,-47,-97.488,
41.561,-50,116.55,-4,-46,-95.755,
41.581,-50,113.57,-4,-46,-95.086,
41.601,-50,111.58,-2,-48,-98.173,
41.621,-50,110.1,-4,-46,-96.249,
41.641,-50,107.14,-7,-43,-90.532,
41.661,-50,105.66,-11,-39,-81.734,
41.681,-50,103.71,-11,-39,-78.44,
41.701,-50,100.79,-17,-33,-67.854,
41.721,-50,99.345,-18,-32,-62.512,
41.741,-50,97.909,-21,-29,-56.312,
41.761,-50,94.629,-23,-27,-51.434,
41.781,-50,93.271,-26,-24,-45.514,
41.801,-50,91.954,-28,-22,-40.803,
41.821,-50,89.092,-31,-19,-34.984,
41.841,-50,87.969,-35,-15,-27.068,
41.861,-50,86.913,-38,-12,-19.968,
41.881,-50,85.004,-43,-7,-10.035,
41.901,-50,83.874,-49,-1,2.6225,
41.921,-50,82.386,-52,2,11.328,
41.941,-50,81.736,-66,16,36.181,
41.961,-50,80.476,-73,23,56.086,
41.981,-50,80.057,-84,34,79.883,
42.001,-50,79.475,-96,46,106.56,
42.021,-50,79.329,-112,62,140.52,
42.041,-50,79.439,-119,69,162.29,
42.061,-50,79.713,-131,81,186.67,
42.081,-50,80.759,-136,86,200.65,
42.101,-50,81.881,-140,90,208.67,
42.121,-50,84.293,-144,94,214.59,
42.141,-50,85.851,-141,91,208.7,
42.161,-50,90.398,-138,88,198.5,
42.181,-50,92.711,-135,85,187.4,
42.201,-50,97.891,-133,83,178.37,
42.221,-50,100.7,-128,78,165.98,
42.241,-50,107.61,-123,73,152.7,
42.261,-50,110.65,-120,70,142.82,
42.281,-50,116.7,-114,64,129.86,
42.301,-50,120.63,-107,57,114.24,
42.321,-50,126.28,-102,52,101.09,
42.341,-50,128.96,-96,46,87.656,
42.361,-50,134.81,-93,43,79.168,
42.381,-50,137.14,-91,41,74.458,
42.401,-50,141.44,-86,36,66.296,
42.421,-50,143.42,-85,35,63.072,
42.441,-50,147.56,-81,31,56.909,
42.461,-50,149.14,-78,28,50.979,
42.481,-50,152,-75,25,45.085,
42.501,-50,153.7,-75,25,44.051,
42.521,-50,155.99,-74,24,43.299,
42.541,-50,157.04,-71,21,39.17,
42.561,-50,159.27,-70,20,36.757,
42.581,-50,160.15,-68,18,33.381,
42.601,-50,161.75,-68,18,32.802,
42.621,-50,162.49,-66,16,30.056,
42.641,-50,164.09,-63,13,24.671,
42.661,-50,164.73,-65,15,26.369,
42.681,-50,165.93,-62,12,22.842,
42.701,-50,166.67,-61,11,20.269,
42.721,-50,167.72,-63,13,23.019,
42.741,-50,168.2,-60,10,19.743,
42.761,-50,169.26,-59,9,17.092,
42.781,-50,169.67,-58,8,14.758,
42.801,-50,170.45,-58,8,14.213,
42.821,-50,170.81,-57,7,12.766,
42.841,-50,171.6,-55,5,9.2602,
42.861,-50,171.91,-56,6,9.8102,
42.881,-50,172.49,-55,5,8.7976,
42.901,-50,172.85,-56,6,10.319,
42.921,-50,173.32,-55,5,9.5749,
42.941,-50,173.54,-57,7,12.702,
42.961,-50,173.99,-54,4,9.2199,
42.981,-50,174.16,-52,2,4.5526,
43.001,-50,174.48,-54,4,6.0749,
43.021,-50,174.64,-51,1,2.079,
43.041,-50,175,-53,3,3.9067,
43.061,-50,175.15,-53,3,4.9358,
43.081,-50,175.43,-53,3,5.5128,
43.101,-50,175.6,-52,2,4.2013,
43.121,-50,175.81,-51,1,2.0876,
43.141,-50,175.9,-52,2,2.9582,
43.161,-50,176.06,-49,-1,-1.4378,
43.181,-50,176.12,-51,1,0.14444,
43.201,-50,176.25,-52,2,2.6564,
43.221,-50,176.31,-50,0,0.53303,
43.241,-50,176.44,-52,2,2.9501,
43.261,-50,176.48,-50,0,0.7456,
43.281,-50,176.56,-51,1,1.4661,
43.301,-50,176.59,-50,0,0.18955,
43.321,-50,176.63,-49,-1,-1.9337,
43.341,-50,176.64,-49,-1,-2.7208,
43.361,-50,176.68,-48,-2,-4.5343,
43.381,-50,176.7,-50,0,-1.859,
43.401,-50,176.72,-50,0,-0.59844,
43.421,-50,176.73,-51,1,1.5845,
43.441,-50,176.72,-52,2,4.0823,
43.461,-50,176.7,-52,2,4.9925,
43.481,-50,176.66,-53,3,6.8189,
43.501,-50,176.62,-52,2,5.7482,
43.521,-50,176.59,-52,2,5.1072,
43.541,-50,176.59,-51,1,3.09,
43.561,-50,176.63,-53,3,5.4683,
43.581,-50,176.67,-51,1,3.179,
43.601,-50,176.79,-52,2,3.8116,
43.621,-50,176.86,-52,2,4.0937,
43.641,-50,177.04,-49,-1,-0.69584,
43.661,-50,177.11,-50,0,-1.0074,
43.681,-50,177.24,-51,1,0.67502,
43.701,-50,177.32,-51,1,1.5048,
43.721,-50,177.43,-51,1,1.8948,
43.741,-50,177.48,-50,0,0.43069,
43.761,-50,177.56,-52,2,3.1015,
43.781,-50,177.59,-49,-1,-0.6693,
43.801,-50,177.61,-49,-1,-2.2518,
43.821,-50,177.64,-50,0,-1.1598,
43.841,-50,177.65,-50,0,-0.58118,
43.861,-50,177.67,-50,0,-0.27987,
43.881,-50,177.69,-50,0,-0.12662,
43.901,-50,177.7,-48,-2,-3.318,
43.921,-50,177.7,-49,-1,-2.9667,
43.941,-50,177.7,-50,0,-1.0643,
43.961,-50,177.68,-50,0,-0.20912,
43.981,-50,177.66,-50,0,0.1322,
44.001,-50,177.62,-50,0,0.23393,
44.021,-50,177.6,-50,0,0.23312,
44.041,-50,177.55,-53,3,5.0957,
44.061,-50,177.52,-51,1,3.7604,
44.081,-50,177.48,-51,1,3.01,
44.101,-50,177.47,-49,-1,-0.67641,
44.121,-50,177.47,-52,2,2.6728,
44.141,-50,177.48,-52,2,4.115,
44.161,-50,177.52,-49,-1,-0.26023,
44.181,-50,177.55,-48,-2,-3.7592,
44.201,-50,177.63,-50,0,-1.8147,
44.221,-50,177.66,-52,2,2.4425,
44.241,-50,177.72,-49,-1,-0.65176,
44.261,-50,177.74,-50,0,-0.36009,
44.281,-50,177.77,-50,0,-0.19748,
44.301,-50,177.77,-50,0,-0.10734,
44.321,-50,177.77,-50,0,-0.057715,
44.341,-50,177.76,-51,1,1.6028,
44.361,-50,177.75,-51,1,2.2762,
44.381,-50,177.75,-51,1,2.4865,
44.401,-50,177.74,-48,-2,-2.4038,
44.421,-50,177.75,-51,1,0.4564,
44.441,-50,177.75,-49,-1,-1.5217,
44.461,-50,177.77,-51,1,0.9444,
44.481,-50,177.78,-52,2,3.6466,
44.501,-50,177.81,-47,-3,-3.467,
44.521,-50,177.83,-50,0,-1.5691,
44.541,-50,177.85,-50,0,-0.63486,
44.561,-50,177.86,-51,1,1.4365,
44.581,-50,177.87,-51,1,2.2844,
44.601,-50,177.87,-50,0,0.92279,
44.621,-50,177.87,-48,-2,-2.9818,
44.641,-50,177.87,-49,-1,-2.9411,
44.661,-50,177.88,-50,0,-1.1546,
44.681,-50,177.88,-50,0,-0.32668,
44.701,-50,177.89,-49,-1,-1.6098,
44.721,-50,177.89,-49,-1,-2.1462,
44.741,-50,177.89,-51,1,0.93882,
44.761,-50,177.88,-47,-3,-4.3023,
44.781,-50,177.84,-51,1,0.036632,
44.801,-50,177.81,-48,-2,-2.9753,
44.821,-50,177.77,-47,-3,-5.8811,
44.841,-50,177.75,-48,-2,-5.349,
44.861,-50,177.69,-50,0,-1.699,
44.881,-50,177.66,-51,1,1.5203,
44.901,-50,177.6,-50,0,1.1346,
44.921,-50,177.56,-49,-1,-0.81914,
44.941,-50,177.45,-50,0,-0.090107,
44.961,-50,177.4,-52,2,3.4536,
44.981,-50,177.32,-51,1,3.2075,
45.001,-50,177.27,-51,1,2.9377,
45.021,-50,177.23,-49,-1,-0.56413,
45.041,-50,177.23,-49,-1,-2.0666,
45.061,-50,177.25,-50,0,-0.97552,
45.081,-50,177.27,-49,-1,-2.06,
45.101,-50,177.31,-52,2,2.4473,
45.121,-50,177.34,-50,0,1.0757,
45.141,-50,177.39,-50,0,0.40979,
45.161,-50,177.4,-51,1,1.7379,
45.181,-50,177.4,-48,-2,-2.6302,
45.201,-50,177.39,-52,2,2.0876,
45.221,-50,177.37,-51,1,2.4827,
45.241,-50,177.37,-50,0,0.92641,
45.261,-50,177.38,-52,2,3.4847,
45.281,-50,177.39,-50,0,1.2455,
45.301,-50,177.42,-51,1,1.8735,
45.321,-50,177.43,-52,2,3.7653,
45.341,-50,177.47,-48,-2,-2.0256,
45.361,-50,177.49,-52,2,2.0833,
45.381,-50,177.53,-49,-1,-1.0069,
45.401,-50,177.57,-50,0,-0.65697,
45.421,-50,177.62,-50,0,-0.42586,
45.441,-50,177.65,-49,-1,-1.9079,
45.461,-50,177.72,-49,-1,-2.4683,
45.481,-50,177.74,-51,1,0.65966,
45.501,-50,177.76,-50,0,0.37884,
45.521,-50,177.77,-50,0,0.21713,
45.541,-50,177.76,-50,0,0.12417,
45.561,-50,177.75,-51,1,1.7042,
45.581,-50,177.72,-52,2,3.9659,
45.601,-50,177.7,-49,-1,-0.090558,
45.621,-50,177.69,-49,-1,-1.8684,
45.641,-50,177.69,-51,1,0.72519,
45.661,-50,177.71,-51,1,1.8749,
45.681,-50,177.72,-50,0,0.68753,
45.701,-50,177.75,-49,-1,-1.4833,
45.721,-50,177.77,-49,-1,-2.3596,
45.741,-50,177.8,-49,-1,-2.6296,
45.761,-50,177.81,-51,1,0.62869,
45.781,-50,177.82,-50,0,0.39975,
45.801,-50,177.82,-50,0,0.25337,
45.821,-50,177.82,-49,-1,-1.4733,
45.841,-50,177.81,-52,2,2.709,
45.861,-50,177.78,-51,1,2.8119,
45.881,-50,177.77,-51,1,2.7311,
45.901,-50,177.75,-51,1,2.5971,
45.921,-50,177.75,-50,0,0.83203,
45.941,-50,177.77,-48,-2,-3.2033,
45.961,-50,177.78,-50,0,-1.5409,
45.981,-50,177.82,-50,0,-0.69585,
46.001,-50,177.86,-51,1,1.3531,
46.021,-50,177.92,-49,-1,-1.0605,
46.041,-50,177.94,-48,-2,-3.7252,
46.061,-50,177.96,-50,0,-1.4858,
46.081,-50,177.96,-48,-2,-3.7087,
46.101,-50,177.95,-49,-1,-2.9463,
46.121,-50,177.94,-49,-1,-2.5325,
46.141,-50,177.9,-49,-1,-2.3104,
46.161,-50,177.88,-48,-2,-3.8262,
46.181,-50,177.82,-51,1,0.47631,
46.201,-50,177.78,-48,-2,-2.6191,
46.221,-49,177.69,-49,0,-0.71174,
46.241,-51.08,177.65,-49,-2.08,-3.3088,
46.261,-55.16,177.55,-51,-4.1601,-7.8026,
46.281,-56.24,177.51,-50,-6.2401,-12.951,
46.301,-57.32,177.44,-49,-8.3202,-18.202,
46.321,-61.4,177.4,-51,-10.4,-23.34,
46.341,-64.48,177.31,-52,-12.48,-28.307,
46.361,-65.56,177.26,-51,-14.56,-33.108,
46.381,-65.64,177.09,-49,-16.64,-37.771,
46.401,-67.72,176.92,-49,-18.72,-42.33,
46.421,-71.8,176.54,-51,-20.8,-46.813,
46.441,-74.881,176.28,-52,-22.881,-51.241,
46.461,-78.961,175.5,-54,-24.961,-55.632,
46.481,-78.041,175.09,-51,-27.041,-59.998,
46.501,-81.121,174.14,-52,-29.121,-64.347,
46.521,-85.201,173.59,-54,-31.201,-68.685,
46.541,-87.281,172.16,-54,-33.281,-73.015,
46.561,-93.361,171.47,-58,-35.361,-77.341,
46.581,-94.441,169.97,-57,-37.441,-81.663,
46.601,-97.521,168.88,-58,-39.521,-85.984,
46.621,-100,167.11,-60,-40,-87.688,
46.641,-100,166.16,-63,-37,-82.654,
46.661,-100,163.78,-64,-36,-78.27,
46.681,-100,162.7,-66,-34,-72.857,
46.701,-100,160.42,-67,-33,-68.908,
46.721,-100,159.23,-71,-29,-60.886,
46.741,-100,156.38,-71,-29,-57.886,
46.761,-100,155.15,-73,-27,-53.908,
46.781,-100,152.74,-77,-23,-46.282,
46.801,-100,151.18,-76,-24,-45.403,
46.821,-100,148.99,-80,-20,-39.258,
46.841,-100,147.96,-80,-20,-37.406,
46.861,-100,145.74,-83,-17,-32.496,
46.881,-100,144.86,-83,-17,-31.174,
46.901,-100,143.24,-83,-17,-31.355,
46.921,-100,142.49,-87,-13,-25.515,
46.941,-100,140.89,-86,-14,-25.281,
46.961,-100,140.26,-88,-12,-22.534,
46.981,-100,139.11,-86,-14,-25.191,
47.001,-100,138.4,-89,-11,-21.866,
47.021,-100,137.44,-92,-8,-15.923,
47.041,-100,136.99,-92,-8,-13.892,
47.061,-100,136.03,-92,-8,-13.595,
47.081,-100,135.64,-92,-8,-13.969,
47.101,-100,134.92,-90,-10,-17.792,
47.121,-100,134.58,-92,-8,-16.376,
47.141,-100,133.86,-94,-6,-12.635,
47.161,-100,133.59,-94,-6,-11.26,
47.181,-100,133.08,-95,-5,-9.3219,
47.201,-100,132.77,-93,-7,-12.06,
47.221,-100,132.31,-96,-4,-8.5403,
47.241,-100,132.09,-96,-4,-7.2351,
47.261,-100,131.59,-96,-4,-6.9359,
47.281,-100,131.39,-95,-5,-8.6801,
47.301,-100,131.02,-97,-3,-6.3128,
47.321,-100,130.84,-98,-2,-3.8133,
47.341,-100,130.48,-98,-2,-2.9675,
47.361,-100,130.34,-98,-2,-2.8523,
47.381,-100,130.08,-98,-2,-3.0187,
47.401,-100,129.93,-96,-4,-6.5265,
47.421,-100,129.72,-97,-3,-6.4399,
47.441,-100,129.63,-97,-3,-6.3746,
47.461,-100,129.46,-98,-2,-4.694,
47.481,-100,129.39,-95,-5,-8.9022,
47.501,-100,129.26,-98,-2,-5.753,
47.521,-100,129.2,-100,0,-1.0961,
47.541,-100,129.02,-100,0,0.75571,
47.561,-100,128.94,-101,1,2.9349,
47.581,-100,128.76,-99,-1,0.31505,
47.601,-100,128.64,-98,-2,-2.644,
47.621,-100,128.47,-101,1,0.94989,
47.641,-100,128.41,-97,-3,-4.1098,
47.661,-100,128.32,-100,0,-1.3698,
47.681,-100,128.3,-100,0,-0.16419,
47.701,-100,128.29,-100,0,0.29609,
47.721,-100,128.29,-99,-1,-1.219,
47.741,-100,128.26,-98,-2,-3.5348,
47.761,-100,128.24,-99,-1,-2.8337,
47.781,-100,128.19,-99,-1,-2.46,
47.801,-100,128.16,-99,-1,-2.2639,
47.821,-100,128.12,-100,0,-0.52978,
47.841,-100,128.1,-99,-1,-1.4541,
47.861,-100,128.04,-100,0,-0.2529,
47.881,-100,128.01,-98,-2,-3.0468,
47.901,-100,127.95,-98,-2,-4.2292,
47.921,-100,127.92,-99,-1,-3.009,
47.941,-100,127.85,-99,-1,-2.4203,
47.961,-100,127.82,-99,-1,-2.1532,
47.981,-100,127.76,-99,-1,-2.0446,
48.001,-100,127.72,-98,-2,-3.6439,
48.021,-100,127.65,-100,0,-1.0339,
48.041,-100,127.61,-101,1,1.7045,
48.061,-100,127.52,-98,-2,-2.1505,
48.081,-100,127.48,-101,1,1.0418,
48.101,-100,127.4,-100,0,0.72303,
48.121,-100,127.37,-102,2,3.7594,
48.141,-100,127.31,-100,0,1.6483,
48.161,-100,127.29,-99,-1,-1.0088,
48.181,-100,127.28,-100,0,-0.50263,
48.201,-100,127.28,-97,-3,-5.1402,
48.221,-100,127.31,-100,0,-2.0833,
48.241,-100,127.33,-100,0,-0.64948,
48.261,-100,127.37,-101,1,1.604,
48.281,-100,127.38,-102,2,4.1241,
48.301,-100,127.37,-103,3,6.669,
48.321,-100,127.36,-102,2,5.8809,
48.341,-100,127.31,-100,0,2.0536,
48.361,-100,127.29,-100,0,0.34722,
48.381,-100,127.28,-102,2,2.9442,
48.401,-100,127.3,-100,0,0.80533,
48.421,-100,127.38,-100,0,-0.093502,
48.441,-100,127.43,-97,-3,-5.3023,
48.461,-100,127.56,-98,-2,-5.6919,
48.481,-100,127.61,-102,2,0.94797,
48.501,-100,127.69,-98,-2,-2.6828,
48.521,-100,127.71,-99,-1,-2.5914,
48.541,-100,127.71,-98,-2,-4.1093,
48.561,-100,127.69,-98,-2,-4.6624,
48.581,-100,127.64,-100,0,-1.5129,
48.601,-100,127.59,-100,0,-0.137,
48.621,-100,127.52,-102,2,3.647,
48.641,-100,127.48,-102,2,5.0899,
48.661,-100,127.38,-100,0,2.1923,
48.681,-100,127.34,-103,3,5.6986,
48.701,-100,127.28,-97,-3,-2.7551,
48.721,-100,127.25,-99,-1,-3.087,
48.741,-100,127.25,-99,-1,-3.0447,
48.761,-100,127.28,-100,0,-1.2409,
48.781,-100,127.35,-100,0,-0.39305,
48.801,-100,127.4,-102,2,3.2419,
48.821,-100,127.46,-99,-1,-0.20431,
48.841,-100,127.47,-101,1,1.5225,
48.861,-100,127.46,-103,3,5.4994,
48.881,-100,127.45,-98,-2,-1.1196,
48.901,-100,127.42,-100,0,-0.72065,
48.921,-100,127.42,-102,2,2.8051,
48.941,-100,127.44,-100,0,1.0229,
48.961,-100,127.46,-101,1,1.851,
48.981,-100,127.5,-101,1,2.1851,
49.001,-100,127.53,-98,-2,-2.6124,
49.021,-100,127.57,-101,1,0.31453,
49.041,-100,127.58,-97,-3,-4.8836,
49.061,-100,127.63,-102,2,1.1972,
49.081,-100,127.65,-101,1,2.2255,
49.101,-100,127.68,-99,-1,-0.69513,
49.121,-100,127.68,-100,0,-0.334,
49.141,-100,127.67,-101,1,1.4828,
49.161,-100,127.65,-99,-1,-1.0351,
49.181,-100,127.62,-96,-4,-7.0082,
49.201,-100,127.6,-97,-3,-7.7321,
49.221,-100,127.58,-100,0,-2.8516,
49.241,-100,127.58,-100,0,-0.63832,
49.261,-100,127.56,-99,-1,-1.3728,
49.281,-100,127.55,-104,4,6.4173,
49.301,-100,127.48,-100,0,2.9897,
49.321,-100,127.43,-100,0,1.2774,
49.341,-100,127.31,-101,1,2.09,
49.361,-100,127.27,-101,1,2.3802,
49.381,-100,127.22,-100,0,0.8025,
49.401,-100,127.22,-100,0,0.10614,
49.421,-100,127.27,-100,0,-0.16154,
49.441,-100,127.31,-99,-1,-1.8655,
49.461,-100,127.39,-100,0,-0.87906,
49.481,-100,127.42,-101,1,1.2501,
49.501,-100,127.47,-100,0,0.51524,
49.521,-100,127.48,-100,0,0.16826,
49.541,-100,127.49,-101,1,1.6498,
49.561,-100,127.49,-102,2,3.8847,
49.581,-100,127.48,-97,-3,-3.4352,
49.601,-100,127.48,-100,0,-1.6167,
49.621,-100,127.48,-100,0,-0.70339,
49.641,-100,127.49,-101,1,1.3714,
49.661,-100,127.51,-100,0,0.59751,
49.681,-100,127.53,-103,3,5.1235,
49.701,-100,127.54,-102,2,5.2959,
49.721,-100,127.55,-99,-1,0.2746,
49.741,-100,127.55,-99,-1,-1.9091,
49.761,-100,127.55,-103,3,3.8118,
49.781,-100,127.58,-98,-2,-1.9094,
49.801,-100,127.62,-100,0,-1.0609,
49.821,-100,127.69,-101,1,1.0478,
49.841,-100,127.72,-101,1,1.9713,
49.861,-100,127.79,-100,0,0.68702,
49.881,-100,127.81,-100,0,0.11476,
49.901,-100,127.84,-104,4,6.424,
49.921,-100,127.85,-98,-2,-0.80465,
49.941,-100,127.86,-102,2,2.5912,
49.961,-100,127.87,-103,3,5.6967,
49.981,-100,127.9,-98,-2,-1.2676,
50.001,-100,127.91,-100,0,-0.96926,
50.021,-100,127.96,-100,0,-0.70678,
50.041,-100,127.98,-102,2,2.7676,
50.061,-100,128.03,-99,-1,-0.6605,
50.081,-100,128.06,-100,0,-0.48761,
50.101,-100,128.11,-103,3,4.5529,
50.121,-100,128.13,-99,-1,0.10157,
50.141,-100,128.17,-100,0,-0.21581,
50.161,-100,128.18,-99,-1,-1.9289,
50.181,-100,128.19,-99,-1,-2.5691,
50.201,-100,128.2,-98,-2,-4.354,
50.221,-100,128.22,-100,0,-1.6972,
50.241,-100,128.23,-101,1,1.1641,
50.261,-100,128.23,-97,-3,-4.1935,
50.281,-100,128.22,-98,-2,-4.8142,
50.301,-100,128.18,-98,-2,-4.9315,
50.321,-100,128.15,-100,0,-1.582,
50.341,-100,128.07,-102,2,3.1437,
50.361,-100,128.03,-100,0,1.7393,
50.381,-100,127.96,-97,-3,-3.9447,
50.401,-100,127.92,-100,0,-1.4559,
50.421,-100,127.83,-100,0,-0.32692,
50.441,-100,127.79,-98,-2,-3.135,
