time,reference,position,measured_distance,error,velocity_control
25.66,-100,72.49,-99,-1,0.29841
25.68,-100,72.514,-102,2,2.9022
25.7,-100,72.58,-99,-1,-0.86085
25.72,-100,72.614,-100,0,-0.77648
25.74,-100,72.693,-100,0,-0.62187
25.76,-100,72.751,-101,1,1.1667
25.78,-100,72.838,-100,0,0.32257
25.8,-100,72.877,-98,-2,-3.2997
25.82,-100,72.942,-99,-1,-3.1065
25.84,-100,72.959,-100,0,-1.2386
25.86,-100,72.974,-98,-2,-3.6348
25.88,-100,72.974,-101,1,0.32022
25.9,-100,72.958,-101,1,2.0249
25.92,-100,72.943,-100,0,1.0132
25.94,-100,72.901,-100,0,0.48691
25.96,-100,72.867,-103,3,5.1197
25.98,-100,72.822,-102,2,5.3312
26,-100,72.805,-100,0,1.9517
26.02,-100,72.794,-100,0,0.42279
26.04,-100,72.802,-99,-1,-1.8287
26.06,-100,72.842,-102,2,2.2215
26.08,-100,72.872,-99,-1,-0.9119
26.1,-100,72.958,-96,-4,-7.1263
26.12,-100,72.995,-99,-1,-4.6514
26.14,-100,73.055,-102,2,1.552
26.16,-100,73.079,-100,0,0.93419
26.18,-100,73.083,-100,0,0.56232
26.2,-100,73.071,-101,1,1.9719
26.22,-100,73.018,-101,1,2.4959
26.24,-100,72.989,-101,1,2.6173
26.26,-100,72.937,-100,0,0.94086
26.28,-100,72.92,-99,-1,-1.4466
26.3,-100,72.913,-103,3,4.1269
26.32,-100,72.924,-102,2,4.8359
26.34,-100,72.964,-99,-1,0.081314
26.36,-100,72.995,-100,0,-0.34201
26.38,-100,73.041,-99,-1,-2.0731
26.4,-100,73.064,-99,-1,-2.6967
26.42,-100,73.116,-99,-1,-2.8217
26.44,-100,73.139,-99,-1,-2.7474
26.46,-100,73.181,-100,0,-0.97968
26.48,-100,73.195,-100,0,-0.18657
26.5,-100,73.198,-100,0,0.12881
26.52,-100,73.185,-103,3,5.1219
26.54,-100,73.137,-101,1,3.8294
26.56,-100,73.098,-101,1,3.0834
26.58,-100,73.208,-3,-97,-157.42
26.6,-100,73.207,-3,-97,-222.22
26.62,-100,73.2,-2,-98,-243.84
26.64,-100,73.167,-2,-98,-245.15
26.66,-100,72.849,-2,-98,-238.94
26.68,-100,72.251,-4,-96,-227.75
26.7,-100,71.474,-2,-98,-222.43
26.72,-100,68.765,-5,-95,-212.57
26.74,-100,66.767,-6,-94,-204.92
26.76,-100,63.47,-14,-86,-187.53
26.78,-100,57.459,-18,-82,-173.29
26.8,-100,54.155,-25,-75,-156.23
26.82,-100,50.766,-28,-72,-145.1
26.84,-100,42.887,-34,-66,-131.98
26.86,-100,39.619,-39,-61,-119.89
26.88,-100,36.451,-44,-56,-108.45
26.9,-100,29.525,-49,-51,0
26.92,-100,26.776,-52,-48,0
26.94,-100,21.701,-58,-42,0
26.96,-100,19.388,-62,-38,0
26.98,-100,14.675,-65,-35,0
27,-100,13.003,-67,-33,0
27.02,-100,10.392,-70,-30,0
27.04,-100,9.2252,-72,-28,0
27.06,-100,8.2384,-72,-28,0
27.08,-100,7.9993,-72,-28,0
27.1,-100,7.8079,-72,-28,0
27.12,-100,7.7973,-74,-26,0
27.14,-100,7.7958,-74,-26,0
27.16,-100,7.7958,-72,-28,0
27.18,-100,7.7958,-73,-27,0
27.2,-100,7.7958,-72,-28,0
27.22,-100,7.7958,-73,-27,0
27.24,-100,7.7958,-72,-28,0
27.26,-100,7.7958,-75,-25,0
27.28,-100,7.7958,-71,-29,0
27.3,-100,7.7958,-75,-25,0
27.32,-100,7.7958,-73,-27,0
27.34,-100,7.7958,-74,-26,0
27.36,-100,7.7958,-74,-26,0
27.38,-100,7.7958,-73,-27,0
27.4,-100,7.7958,-73,-27,0
27.42,-100,7.7958,-71,-29,0
27.44,-100,7.7958,-72,-28,0
27.46,-100,7.7958,-73,-27,0
27.48,-100,7.7958,-72,-28,0
27.5,-100,7.7958,-74,-26,0
27.52,-100,7.7958,-73,-27,0
27.54,-100,7.7958,-73,-27,0
27.56,-100,7.7958,-73,-27,0
27.58,-100,7.7958,-73,-27,0
27.6,-100,7.7958,-72,-28,0
27.62,-100,7.7958,-72,-28,0
27.64,-100,7.7958,-74,-26,0
27.66,-100,7.7958,-72,-28,0
27.68,-100,7.7958,-74,-26,0
27.7,-100,7.7958,-75,-25,0
27.72,-100,7.7958,-74,-26,0
27.74,-100,7.7958,-73,-27,0
27.76,-100,7.7958,-74,-26,0
27.78,-100,7.7958,-73,-27,0
27.8,-100,7.7958,-73,-27,0
27.82,-100,7.7958,-73,-27,0
27.84,-100,7.7958,-73,-27,0
27.86,-100,7.7958,-71,-29,0
27.88,-100,7.7958,-74,-26,0
27.9,-100,7.7958,-73,-27,0
27.92,-100,7.7958,-75,-25,0
27.94,-100,7.7958,-73,-27,0
27.96,-100,7.7958,-73,-27,0
27.98,-100,7.7958,-74,-26,0
28,-100,7.7958,-73,-27,0
28.02,-100,7.7958,-74,-26,0
28.04,-100,7.7958,-74,-26,0
28.06,-100,7.7958,-73,-27,0
28.08,-100,7.7958,-71,-29,0
28.1,-100,7.7958,-76,-24,0
28.12,-100,7.7958,-72,-28,0
28.14,-100,7.7958,-73,-27,0
28.16,-100,7.7958,-71,-29,0
28.18,-100,7.7958,-74,-26,0
28.2,-100,7.7958,-72,-28,0
28.22,-100,7.7958,-74,-26,0
28.24,-100,7.7958,-74,-26,0
28.26,-100,7.7958,-71,-29,0
28.28,-100,7.7958,-71,-29,0
28.3,-100,7.7958,-74,-26,0
28.32,-100,7.7958,-75,-25,0
28.34,-100,7.7958,-73,-27,0
28.36,-100,7.7958,-72,-28,0
28.38,-100,7.7958,-75,-25,0
28.4,-100,7.7958,-73,-27,0
28.42,-100,7.7958,-73,-27,0
28.44,-100,7.7958,-74,-26,0
28.46,-100,7.7958,-75,-25,0
28.48,-100,7.7958,-73,-27,0
28.5,-100,7.7958,-72,-28,0
28.52,-100,7.7958,-74,-26,0
28.54,-100,7.7958,-72,-28,0
28.56,-100,7.7958,-71,-29,0
28.58,-100,7.7958,-73,-27,0
28.6,-100,7.7958,-72,-28,0
28.62,-100,7.7958,-72,-28,0
28.64,-100,7.7958,-72,-28,0
28.66,-100,7.7958,-73,-27,0
28.68,-100,7.7958,-72,-28,0
28.7,-100,7.7958,-72,-28,0
28.72,-100,7.7958,-73,-27,0
28.74,-100,7.7958,-73,-27,0
28.76,-100,7.7958,-72,-28,0
28.78,-100,7.7958,-73,-27,0
28.8,-100,7.7958,-74,-26,0
28.82,-100,7.7958,-73,-27,0
28.84,-100,7.7958,-72,-28,0
28.86,-100,7.7958,-71,-29,0
28.88,-100,7.7958,-71,-29,0
28.9,-100,7.7958,-71,-29,0
28.92,-100,7.7958,-74,-26,0
28.94,-100,7.7958,-75,-25,0
28.96,-100,7.7958,-72,-28,0
28.98,-100,7.7958,-75,-25,0
29,-100,7.7958,-73,-27,0
29.02,-100,7.7958,-71,-29,0
29.04,-100,7.7958,-74,-26,0
29.06,-100,7.7958,-74,-26,0
29.08,-100,7.7958,-72,-28,0
29.1,-100,7.7958,-74,-26,0
29.12,-100,7.7958,-74,-26,0
29.14,-100,7.7958,-72,-28,0
29.16,-100,7.7958,-74,-26,0
29.18,-100,7.7958,-74,-26,0
29.2,-100,7.7958,-73,-27,0
29.22,-100,7.7958,-73,-27,0
29.24,-100,7.7958,-74,-26,0
29.26,-100,7.7958,-72,-28,0
29.28,-100,7.7958,-72,-28,0
29.3,-100,7.7958,-72,-28,0
29.32,-100,7.7958,-73,-27,0
29.34,-100,7.7958,-75,-25,0
29.36,-100,7.7958,-73,-27,0
29.38,-100,7.7958,-74,-26,0
29.4,-100,7.7958,-73,-27,0
29.42,-100,7.7958,-73,-27,0
29.44,-100,7.7958,-72,-28,0
29.46,-100,7.7958,-72,-28,0
29.48,-100,7.7958,-74,-26,0
29.5,-100,7.7958,-71,-29,0
29.52,-100,7.7958,-71,-29,0
29.54,-100,7.7958,-72,-28,0
29.56,-100,7.7958,-73,-27,0
29.58,-100,7.7958,-71,-29,0
29.6,-100,7.7958,-74,-26,0
29.62,-100,7.7958,-71,-29,0
29.64,-100,7.7958,-73,-27,0
29.66,-100,7.7958,-72,-28,0
29.68,-100,7.7958,-73,-27,0
29.7,-100,7.7958,-72,-28,0
29.72,-100,7.7958,-72,-28,0
29.74,-100,7.7958,-74,-26,0
29.76,-100,7.7958,-75,-25,0
29.78,-100,7.7958,-76,-24,0
29.8,-100,7.7958,-80,-20,0
29.82,-100,7.7958,-80,-20,0
29.84,-100,7.7958,-85,-15,0
29.86,-100,7.7958,-86,-14,0
29.88,-100,7.7958,-90,-10,0
29.9,-100,7.7958,-93,-7,0
29.92,-100,7.7958,-98,-2,0
29.94,-100,7.7958,-103,3,10.637
29.96,-100,7.7958,-108,8,22.154
29.98,-100,7.7964,-116,16,38.479
30,-100,7.799,-123,23,54.947
30.02,-100,7.8291,-130,30,71.155
30.04,-100,7.8717,-138,38,88.634
30.06,-100,8.128,-142,42,99.898
30.08,-100,8.346,-146,46,108.45
30.1,-100,9.0723,-157,57,127.42
30.12,-100,9.8209,-161,61,139.32
30.14,-100,11.399,-162,62,143.21
30.16,-100,12.4,-168,68,152.08
30.181,-100,15.269,-170,70,156.79
30.201,-100,16.717,-169,69,155.01
30.221,-100,19.975,-173,73,159.01
30.241,-100,21.774,-173,73,159.25
30.261,-100,26.358,-171,71,154.83
30.281,-100,28.462,-166,66,143.88
30.301,-100,32.857,-167,67,140.47
30.321,-100,35.888,-160,60,127.58
30.341,-100,40.515,-162,62,125.72
30.361,-100,42.841,-154,54,112.45
30.381,-100,48.218,-152,52,104.35
30.401,-100,50.471,-149,49,97.105
30.421,-100,54.826,-142,42,83.797
30.441,-100,56.913,-140,40,76.279
30.461,-100,61.505,-134,34,64.85
30.481,-100,63.349,-135,35,63.284
30.501,-100,66.801,-132,32,59.317
30.521,-100,68.922,-127,27,50.857
30.541,-100,71.825,-128,28,50.274
30.561,-100,73.15,-123,23,43.151
30.581,-100,75.935,-123,23,41.32
30.601,-100,77.007,-118,18,33.521
30.621,-100,78.964,-120,20,34.593
30.641,-100,79.859,-119,19,34.453
30.661,-100,81.76,-116,16,30.299
30.681,-100,82.499,-114,14,26.002
30.701,-100,83.857,-113,13,23.31
30.721,-100,84.682,-113,13,22.929
30.741,-100,85.818,-111,11,20.173
30.761,-100,86.347,-113,13,22.873
30.781,-100,87.49,-111,11,21.235
30.801,-100,87.941,-112,12,22.534
30.821,-100,88.776,-112,12,23.381
30.841,-100,89.164,-114,14,27.197
30.861,-100,90.008,-117,17,33.768
30.881,-100,90.353,-122,22,44.543
30.901,-100,91.034,-123,23,50.234
30.921,-100,91.493,-126,26,56.783
30.941,-100,92.22,-127,27,60.323
30.961,-100,92.617,-132,32,69.078
30.981,-100,93.683,-136,36,78.338
31.001,-100,94.22,-137,37,82.725
31.021,-100,95.468,-143,43,93.155
31.041,-100,96.184,-140,40,91.384
31.061,-100,98.098,-143,43,94.308
31.081,-100,99.022,-144,44,96.184
31.101,-100,101.06,-144,44,96.081
31.121,-100,102.55,-143,43,93.649
31.141,-100,104.97,-143,43,92.068
31.161,-100,106.25,-142,42,89.414
31.181,-100,109.38,-139,39,83.199
31.201,-100,110.77,-137,37,77.334
31.221,-100,113.58,-133,33,68.602
31.241,-100,114.98,-132,32,63.807
31.261,-100,118.23,-130,30,59.231
31.281,-100,119.59,-128,28,54.802
31.301,-100,122.22,-126,26,50.471
31.321,-100,123.87,-126,26,49.47
31.341,-100,126.19,-121,21,41.661
31.361,-100,127.27,-121,21,39.158
31.381,-100,129.59,-119,19,35.698
31.401,-100,130.5,-119,19,35.05
31.421,-100,132.2,-117,17,32.251
31.441,-100,132.98,-114,14,26.829
31.461,-100,134.68,-113,13,23.599
31.481,-100,135.35,-115,15,26.245
31.501,-100,136.59,-112,12,23.079
31.521,-100,137.34,-112,12,22.231
31.541,-100,138.38,-113,13,23.987
31.561,-100,138.86,-107,7,15.298
31.581,-100,139.88,-109,9,15.314
31.601,-100,140.29,-107,7,12.591
31.621,-100,141.04,-106,6,10.287
31.641,-100,141.4,-106,6,9.8043
31.661,-100,142.17,-102,2,3.5206
31.681,-100,142.47,-98,-2,-5.1742
31.701,-100,143,-97,-3,-9.7741
31.721,-100,143.31,-93,-7,-17.396
31.741,-100,143.7,-91,-9,-22.948
31.761,-100,143.85,-89,-11,-27.53
31.781,-100,144.08,-86,-14,-33.328
31.801,-100,144.11,-82,-18,-41.265
31.821,-100,144.01,-77,-23,-51.665
31.841,-100,143.88,-72,-28,-62.947
31.861,-100,143.34,-70,-30,-69.501
31.881,-100,143.02,-69,-31,-72.336
31.901,-100,142.2,-66,-34,-76.978
31.921,-100,141.51,-64,-36,-80.889
31.941,-100,140.24,-64,-36,-81.31
31.961,-100,139.49,-62,-38,-83.673
31.981,-100,137.47,-61,-39,-85.388
32.001,-100,136.49,-61,-39,-85.294
32.021,-100,134.38,-60,-40,-86.197
32.041,-100,133.26,-60,-40,-86.014
32.061,-100,130.53,-61,-39,-83.835
32.081,-100,129.32,-59,-41,-85.854
32.101,-100,126.85,-58,-42,-88.093
32.121,-100,125.17,-58,-42,-88.751
32.141,-100,122.63,-58,-42,-88.735
32.161,-100,121.35,-59,-41,-86.845
32.181,-100,118.35,-57,-43,-89.151
32.201,-100,117.06,-56,-44,-91.629
32.221,-100,114.47,-57,-43,-90.839
32.241,-100,113.16,-58,-42,-88.665
32.261,-100,110.1,-61,-39,-82.743
32.281,-100,108.78,-59,-41,-83.59
32.301,-100,106.12,-59,-41,-84.135
32.321,-100,104.34,-59,-41,-84.485
32.341,-100,101.67,-62,-38,-79.808
32.361,-100,100.34,-64,-36,-74.707
32.381,-100,97.276,-64,-36,-72.872
32.401,-100,95.98,-68,-32,-65.973
32.421,-100,93.43,-69,-31,-61.926
32.441,-100,92.177,-72,-28,-55.955
32.461,-100,89.323,-74,-26,-50.884
32.481,-100,88.139,-76,-24,-46.284
32.501,-100,85.866,-77,-23,-43.559
32.521,-100,84.435,-80,-20,-38.346
32.541,-100,82.432,-81,-19,-35.342
32.561,-100,81.498,-80,-20,-36.548
32.581,-100,79.496,-83,-17,-32.876
32.601,-100,78.712,-84,-16,-30.306
32.621,-100,77.265,-86,-14,-26.578
32.641,-100,76.597,-84,-16,-28.899
32.661,-100,75.158,-87,-13,-25.524
32.681,-100,74.586,-89,-11,-21.275
32.701,-100,73.51,-89,-11,-19.994
32.721,-100,72.838,-91,-9,-16.72
32.741,-100,71.895,-91,-9,-15.855
32.761,-100,71.453,-90,-10,-17.629
32.781,-100,70.497,-91,-9,-17.134
32.801,-100,70.123,-94,-6,-12.303
32.821,-100,69.438,-94,-6,-10.588
32.841,-100,69.125,-92,-8,-13.535
32.861,-100,68.458,-94,-6,-11.821
32.881,-100,68.196,-96,-4,-8.0376
32.901,-100,67.702,-97,-3,-5.0846
32.921,-100,67.396,-98,-2,-2.5708
32.941,-100,66.97,-100,0,1.3482
32.961,-100,66.774,-96,-4,-3.9903
32.981,-100,66.363,-95,-5,-8.2354
33.001,-100,66.212,-96,-4,-8.4729
33.021,-100,65.964,-96,-4,-8.531
33.041,-100,65.866,-97,-3,-6.8819
33.061,-100,65.69,-98,-2,-4.5499
33.081,-100,65.625,-96,-4,-6.9133
33.101,-100,65.485,-98,-2,-4.7195
33.121,-100,65.375,-97,-3,-5.4722
33.141,-100,65.183,-97,-3,-5.8638
33.161,-100,65.079,-98,-2,-4.4294
33.181,-100,64.839,-99,-1,-2.235
33.201,-100,64.742,-97,-3,-4.6863
33.221,-100,64.558,-100,0,-0.91499
33.241,-100,64.471,-97,-3,-4.3111
33.261,-100,64.284,-96,-4,-7.4735
33.281,-100,64.209,-99,-1,-3.8443
33.301,-100,64.072,-96,-4,-7.155
33.321,-100,63.987,-100,0,-1.9967
33.341,-100,63.866,-99,-1,-1.4537
33.361,-100,63.806,-100,0,0.27575
33.381,-100,63.657,-100,0,0.85422
33.401,-100,63.591,-102,2,4.1926
33.421,-100,63.463,-100,0,2.1209
33.441,-100,63.405,-98,-2,-2.231
33.461,-100,63.305,-98,-2,-4.1049
33.481,-100,63.282,-100,0,-1.52
33.501,-100,63.269,-98,-2,-3.6131
33.521,-100,63.279,-100,0,-1.1858
33.541,-100,63.3,-100,0,-0.12229
33.561,-100,63.305,-99,-1,-1.3532
33.581,-100,63.288,-102,2,2.9883
33.601,-100,63.268,-101,1,3.1038
33.621,-100,63.215,-101,1,2.9809
33.641,-100,63.187,-100,0,1.1584
33.661,-100,63.135,-97,-3,-4.5833
33.681,-100,63.123,-98,-2,-5.2798
33.701,-100,63.121,-100,0,-2.0831
33.721,-100,63.135,-100,0,-0.59898
33.741,-100,63.166,-97,-3,-4.8691
33.761,-100,63.178,-96,-4,-8.2569
33.781,-100,63.175,-100,0,-2.95
33.801,-100,63.158,-99,-1,-2.201
33.821,-100,63.094,-100,0,-0.27784
33.841,-100,63.051,-99,-1,-1.1745
33.861,-100,62.928,-99,-1,-1.6414
33.881,-100,62.869,-102,2,3.0213
33.901,-100,62.747,-102,2,4.8806
33.921,-100,62.671,-101,1,3.7998
33.941,-100,62.581,-101,1,3.1348
33.961,-100,62.551,-101,1,2.7259
33.981,-100,62.526,-100,0,0.84122
34.001,-100,62.535,-102,2,3.2949
34.021,-100,62.584,-101,1,2.6818
34.041,-100,62.621,-101,1,2.3641
34.061,-100,62.724,-100,0,0.57012
34.081,-100,62.771,-102,2,3.0999
34.101,-100,62.86,-101,1,2.5453
34.121,-100,62.916,-100,0,0.63713
34.141,-100,62.993,-101,1,1.4816
34.161,-100,63.031,-98,-2,-3.0195
34.181,-100,63.115,-98,-2,-4.821
34.201,-100,63.149,-101,1,-0.46208
34.221,-100,63.21,-99,-1,-1.7537
34.241,-100,63.233,-98,-2,-3.9035
34.261,-100,63.26,-99,-1,-3.0837
34.281,-100,63.258,-98,-2,-4.2606
34.301,-100,63.228,-99,-1,-3.0333
34.321,-100,63.194,-100,0,-0.80485
34.341,-100,63.126,-100,0,0.12618
34.361,-100,63.087,-100,0,0.44116
34.381,-100,62.985,-100,0,0.48397
34.401,-100,62.94,-101,1,2.0553
34.421,-100,62.854,-97,-3,-3.9093
34.441,-100,62.818,-100,0,-1.5272
34.461,-100,62.762,-98,-2,-3.692
34.481,-100,62.751,-100,0,-1.278
34.501,-100,62.744,-102,2,3.0623
34.521,-100,62.744,-100,0,1.5322
34.541,-100,62.738,-101,1,2.3696
34.561,-100,62.728,-101,1,2.624
34.581,-100,62.698,-101,1,2.6278
34.601,-100,62.685,-98,-2,-2.3594
34.621,-100,62.675,-99,-1,-2.808
34.641,-100,62.68,-101,1,0.41449
34.661,-100,62.719,-101,1,1.8403
34.681,-100,62.741,-101,1,2.3913
34.701,-100,62.781,-103,3,5.8059
34.721,-100,62.798,-99,-1,0.56879
34.741,-100,62.809,-100,0,-0.10623
34.761,-100,62.812,-99,-1,-1.9656
34.781,-100,62.83,-98,-2,-4.286
34.801,-100,62.846,-102,2,1.4339
34.821,-100,62.892,-99,-1,-0.97243
34.841,-100,62.917,-100,0,-0.38179
34.861,-100,62.957,-98,-2,-3.3749
34.881,-100,62.962,-100,0,-1.3097
34.901,-100,62.955,-99,-1,-1.9901
34.921,-100,62.941,-99,-1,-2.2487
34.941,-100,62.917,-100,0,-0.68069
34.961,-100,62.904,-101,1,1.6261
34.981,-100,62.87,-99,-1,-0.73835
35.001,-100,62.851,-100,0,-0.17009
35.021,-100,62.81,-98,-2,-3.2051
35.041,-100,62.789,-99,-1,-2.8156
35.061,-100,62.749,-99,-1,-2.557
35.081,-100,62.738,-100,0,-0.75343
35.101,-100,62.724,-98,-2,-3.2504
35.121,-100,62.714,-102,2,2.2402
35.141,-100,62.688,-100,0,1.2557
35.161,-100,62.668,-97,-3,-4.1998
35.181,-100,62.611,-99,-1,-3.2212
35.201,-100,62.586,-100,0,-1.0522
35.221,-100,62.544,-99,-1,-1.7364
35.241,-100,62.527,-101,1,1.2298
35.261,-100,62.492,-100,0,0.79957
35.281,-100,62.475,-100,0,0.51675
35.301,-100,62.431,-101,1,1.9657
35.321,-100,62.408,-102,2,4.1382
35.341,-100,62.362,-101,1,3.289
35.361,-100,62.35,-100,0,1.1557
35.381,-100,62.347,-100,0,0.20278
35.401,-100,62.362,-101,1,1.4607
35.421,-100,62.403,-100,0,0.3785
35.441,-100,62.432,-102,2,3.1952
35.461,-100,62.49,-101,1,2.7287
35.481,-100,62.527,-99,-1,-0.81059
35.501,-100,62.546,-102,2,2.6131
35.521,-100,62.547,-100,0,0.82488
35.541,-100,62.547,-102,2,3.3159
35.561,-100,62.547,-101,1,2.7129
35.581,-100,62.547,-99,-1,-0.87298
35.601,-100,62.547,-102,2,2.5439
35.621,-100,62.547,-100,0,0.7643
35.641,-100,62.547,-99,-1,-1.632
